,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol,Significance
205854_at,-30.58855769,300.7558621,-0.827183008,0.415109762,0.790726385,-4.59913267,TULP3,Not Significant
220170_at,-19.086875,90.04931034,-0.827146936,0.415129863,0.790726385,-4.599133407,FHL5,Not Significant
209721_s_at,-34.79052885,231.6413793,-0.8271172,0.415146433,0.790726385,-4.599134015,IFFO1,Not Significant
210729_at,-13.00163462,42.97206897,-0.826910672,0.415261537,0.790785291,-4.599138235,NPY2R,Not Significant
220324_at,-11.73980769,45.22517241,-0.826898871,0.415268114,0.790785291,-4.599138476,LINC00472,Not Significant
214537_at,18.48735577,104.8606897,0.826870684,0.415283825,0.790785291,-4.599139052,H1-3,Not Significant
214051_at,32.22076923,243.0362069,0.826789188,0.415329252,0.790794264,-4.599140717,TMSB15B,Not Significant
220732_at,-33.20475962,162.4955172,-0.826734899,0.415359515,0.790794264,-4.599141826,PREX2,Not Significant
206768_at,-24.15745192,115.6848276,-0.82643864,0.415524686,0.790973568,-4.599147877,RPL3L,Not Significant
209018_s_at,-92.92658654,1165.248621,-0.826327723,0.415586536,0.7909773,-4.599150141,PINK1,Not Significant
209214_s_at,-81.04033654,979.5565517,-0.826272498,0.415617332,0.7909773,-4.599151269,EWSR1,Not Significant
214806_at,-14.12778846,49.53689655,-0.826139403,0.41569156,0.791020924,-4.599153986,BICD1,Not Significant
213307_at,-23.57947115,273.4544828,-0.82569504,0.415939441,0.791191191,-4.599163055,SHANK2,Not Significant
208591_s_at,-47.35754808,477.4586207,-0.825571252,0.416008511,0.791191191,-4.599165581,PDE3B,Not Significant
214043_at,-39.57855769,256.4858621,-0.825543336,0.416024088,0.791191191,-4.59916615,PTPRD,Not Significant
212130_x_at,1238.799327,15785.14241,0.825523521,0.416035145,0.791191191,-4.599166555,EIF1,Not Significant
211328_x_at,52.25759615,485.997931,0.825422424,0.416091561,0.791191191,-4.599168617,HFE,Not Significant
205068_s_at,49.75673077,492.5627586,0.82528543,0.416168018,0.791191191,-4.599171411,ARHGAP26,Not Significant
201903_at,259.9194712,3518.49,0.825271564,0.416175756,0.791191191,-4.599171694,UQCRC1,Not Significant
64064_at,-80.99894231,771.5286207,-0.825227767,0.416200202,0.791191191,-4.599172587,GIMAP5,Not Significant
208822_s_at,68.13538462,855.8265517,0.825157501,0.416239422,0.791191191,-4.59917402,DAP3,Not Significant
214007_s_at,110.7065865,913.0710345,0.824970668,0.416343719,0.791191191,-4.59917783,TWF1,Not Significant
211720_x_at,-1296.300817,34400.46724,-0.824925757,0.416368792,0.791191191,-4.599178745,RPLP0,Not Significant
205701_at,-35.85057692,232.7834483,-0.824763719,0.416459263,0.791191191,-4.599182048,IPO8,Not Significant
216219_at,41.48283654,252.3886207,0.824701267,0.416494135,0.791191191,-4.599183321,AQP6,Not Significant
206305_s_at,16.05423077,77.70827586,0.824658385,0.416518082,0.791191191,-4.599184195,C8A,Not Significant
206229_x_at,-49.24072115,212.0765517,-0.824618382,0.41654042,0.791191191,-4.599185011,PAX2,Not Significant
208828_at,-37.04245192,528.0958621,-0.824605891,0.416547396,0.791191191,-4.599185265,POLE3,Not Significant
216073_at,-15.07403846,99.26482759,-0.824597476,0.416552095,0.791191191,-4.599185437,ANKRD34C,Not Significant
212951_at,-30.2375,105.5672414,-0.824556348,0.416575064,0.791191191,-4.599186275,ADGRF5,Not Significant
218786_at,-40.693125,378.4686207,-0.824550338,0.41657842,0.791191191,-4.599186397,NT5DC3,Not Significant
208684_at,134.0988462,2036.271724,0.824549191,0.416579061,0.791191191,-4.599186421,COPA,Not Significant
212517_at,38.40096154,316.1082759,0.82451584,0.416597687,0.791191191,-4.5991871,ATRN,Not Significant
219761_at,24.76471154,246.8048276,0.824406533,0.416658736,0.791229173,-4.599189328,CLEC1A,Not Significant
39729_at,-87.70980769,1686.77069,-0.824247175,0.41674775,0.791229173,-4.599192574,PRDX2,Not Significant
221630_s_at,-8.119663462,19.82172414,-0.824229644,0.416757542,0.791229173,-4.599192932,DDX4,Not Significant
214408_s_at,17.825625,72.73482759,0.824185205,0.416782367,0.791229173,-4.599193837,RFPL3S,Not Significant
203662_s_at,-10.37822115,44.61793103,-0.824050875,0.416857414,0.791229173,-4.599196573,TMOD1,Not Significant
209817_at,24.03701923,345.1210345,0.824035073,0.416866243,0.791229173,-4.599196895,PPP3CB,Not Significant
209048_s_at,62.48442308,884.9672414,0.823823034,0.416984722,0.79126421,-4.599201213,ZMYND8,Not Significant
210565_at,-12.44634615,51.70689655,-0.823756251,0.417022042,0.79126421,-4.599202573,GCGR,Not Significant
217207_s_at,-116.5772115,1234.82,-0.823738693,0.417031854,0.79126421,-4.59920293,BTNL3,Not Significant
208567_s_at,-10.45245192,37.4162069,-0.82370154,0.417052618,0.79126421,-4.599203687,KCNJ12,Not Significant
208602_x_at,-6.590384615,61.69931034,-0.823636814,0.417088792,0.79126421,-4.599205004,CD6,Not Significant
215818_at,-26.78961538,172.2641379,-0.823518367,0.417154995,0.79126421,-4.599207416,NUDT7,Not Significant
204341_at,54.67629808,418.4493103,0.823477105,0.417178059,0.79126421,-4.599208255,TRIM16,Not Significant
218827_s_at,36.00173077,196.3737931,0.82347358,0.417180029,0.79126421,-4.599208327,CEP192,Not Significant
215541_s_at,-64.84692308,523.0593103,-0.823422665,0.41720849,0.79126421,-4.599209363,DIAPH1,Not Significant
213784_at,-41.831875,345.4103448,-0.823366654,0.4172398,0.79126421,-4.599210503,IFT27,Not Significant
218159_at,-54.95490385,1001.196207,-0.823283971,0.417286024,0.791284526,-4.599212186,DDRGK1,Not Significant
206593_s_at,-36.32225962,387.3055172,-0.822895461,0.41750326,0.791533065,-4.599220091,MED22,Not Significant
201133_s_at,-65.99019231,640.7993103,-0.822858996,0.417523653,0.791533065,-4.599220832,PJA2,Not Significant
202216_x_at,51.15096154,594.6627586,0.82285013,0.417528612,0.791533065,-4.599221013,NFYC,Not Significant
221505_at,89.71264423,554.8058621,0.822795475,0.417559179,0.791533065,-4.599222124,ANP32E,Not Significant
210005_at,-21.17961538,208.8793103,-0.822711119,0.41760636,0.791555165,-4.59922384,GART,Not Significant
208974_x_at,104.9047596,1605.123103,0.822379772,0.417791717,0.791789673,-4.599230578,KPNB1,Not Significant
211231_x_at,-48.74538462,303.2913793,-0.822324837,0.417822453,0.791789673,-4.599231694,CYP4A11,Not Significant
204478_s_at,51.69495192,517.2682759,0.822229697,0.417875687,0.791789673,-4.599233628,RABIF,Not Significant
56821_at,31.13817308,326.9427586,0.822212331,0.417885404,0.791789673,-4.599233981,SLC38A7,Not Significant
213190_at,40.095,224.5313793,0.8221724,0.417907748,0.791789673,-4.599234793,COG7,Not Significant
215248_at,-27.5925,61.84655172,-0.821800247,0.418116029,0.792049602,-4.599242356,GRB10,Not Significant
215629_s_at,12.82307692,48.38172414,0.821732593,0.4181539,0.792054008,-4.59924373,DLEU2,Not Significant
209778_at,26.46543269,247.5393103,0.821594842,0.418231015,0.792132741,-4.599246528,TRIP11,Not Significant
216055_at,-38.72115385,252.5427586,-0.821529257,0.418267734,0.792134957,-4.59924786,PDGFB,Not Significant
202753_at,-115.2876923,1732.33069,-0.821401587,0.418339217,0.792203006,-4.599250453,PSMD6,Not Significant
201850_at,92.00086538,864.3944828,0.821264429,0.418416021,0.792221725,-4.599253239,CAPG,Not Significant
214978_s_at,-4.580913462,20.40413793,-0.821243575,0.418427699,0.792221725,-4.599253662,PPFIA4,Not Significant
206991_s_at,-16.11336538,88.22448276,-0.82115785,0.418475708,0.792221725,-4.599255402,CCR5,Not Significant
215485_s_at,-110.6120673,754.5803448,-0.821129467,0.418491604,0.792221725,-4.599255979,ICAM1,Not Significant
209196_at,18.50788462,72.09586207,0.821037235,0.418543262,0.792221725,-4.599257851,WDR46,Not Significant
203276_at,-54.36509615,402.9793103,-0.821003034,0.418562418,0.792221725,-4.599258545,LMNB1,Not Significant
209850_s_at,35.74163462,185.5841379,0.820795014,0.418678945,0.792240399,-4.599262767,CDC42EP2,Not Significant
213907_at,-23.71125,237.767931,-0.820592463,0.418792428,0.792290878,-4.599266878,EEF1E1,Not Significant
205569_at,32.38706731,139.2310345,0.820546011,0.418818456,0.792290878,-4.59926782,LAMP3,Not Significant
218863_s_at,-9.136971154,36.71275862,-0.820493562,0.418847845,0.792290878,-4.599268884,TNS1,Not Significant
219437_s_at,49.33673077,245.7310345,0.820357896,0.418923872,0.792335762,-4.599271636,ANKRD11,Not Significant
210792_x_at,57.98134615,357.3758621,0.820324319,0.418942689,0.792335762,-4.599272317,SIVA1,Not Significant
206436_at,-46.66264423,274.4358621,-0.820002914,0.419122841,0.792393452,-4.599278836,MPPED1,Not Significant
212554_at,-31.85322115,164.3696552,-0.819934779,0.419161037,0.792393452,-4.599280217,CAP2,Not Significant
203304_at,157.633125,1214.75,0.81985358,0.419206561,0.792393452,-4.599281863,BAMBI,Not Significant
222165_x_at,52.34322115,395.2651724,0.819838893,0.419214795,0.792393452,-4.599282161,BBLN,Not Significant
64474_g_at,31.13442308,221.9406897,0.81979838,0.41923751,0.792393452,-4.599282982,DGCR8,Not Significant
219694_at,40.23548077,391.8296552,0.819707201,0.419288634,0.792393452,-4.599284831,OTULINL,Not Significant
209559_at,-28.08567308,115.9813793,-0.819657348,0.419316589,0.792393452,-4.599285841,HIP1R,Not Significant
210869_s_at,-27.50836538,260.9675862,-0.819510772,0.419398786,0.792393452,-4.599288812,MCAM,Not Significant
207377_at,5.168701923,22.28862069,0.819433266,0.419442254,0.792393452,-4.599290383,PPP1R2C,Not Significant
211464_x_at,25.88365385,347.7144828,0.819417459,0.419451119,0.792393452,-4.599290703,CASP6,Not Significant
47773_at,25.66432692,169.1565517,0.819364462,0.419480844,0.792393452,-4.599291777,FBXO42,Not Significant
201667_at,-412.6085096,907.4493103,-0.81931327,0.419509557,0.792393452,-4.599292814,GJA1,Not Significant
201601_x_at,-224.2926442,1836.443103,-0.819256935,0.419541157,0.792393452,-4.599293955,IFITM1,Not Significant
215655_at,-7.615817308,20.79586207,-0.819228916,0.419556874,0.792393452,-4.599294523,GRIK2,Not Significant
218558_s_at,-48.80201923,644.1455172,-0.819169208,0.419590368,0.792393452,-4.599295733,MRPL39,Not Significant
215624_at,17.74447115,71.3762069,0.819082006,0.419639288,0.792393452,-4.599297499,TSC2,Not Significant
206430_at,228.3649519,1957.601379,0.819033969,0.419666238,0.792393452,-4.599298472,CDX1,Not Significant
219756_s_at,-55.91471154,587.9789655,-0.818957457,0.419709165,0.792393452,-4.599300022,POF1B,Not Significant
200908_s_at,-62.06519231,275.3148276,-0.818896552,0.419743339,0.792393452,-4.599301255,RPLP2,Not Significant
206454_s_at,20.94355769,74.88275862,0.818874838,0.419755522,0.792393452,-4.599301695,RHO,Not Significant
211745_x_at,-739.3819231,3885.332069,-0.818693218,0.419857439,0.79240524,-4.599305373,HBA1,Not Significant
206836_at,39.47096154,291.7586207,0.818658974,0.419876657,0.79240524,-4.599306066,SLC6A3,Not Significant
204755_x_at,-18.94692308,70.62344828,-0.818324992,0.420064118,0.79240524,-4.599312827,HLF,Not Significant
205865_at,25.31913462,127.1137931,0.818310287,0.420072373,0.79240524,-4.599313124,ARID3A,Not Significant
209709_s_at,32.75980769,324.932069,0.818246629,0.42010811,0.79240524,-4.599314413,HMMR,Not Significant
214735_at,-18.26447115,90.29689655,-0.818203057,0.420132572,0.79240524,-4.599315294,IPCEF1,Not Significant
220065_at,-9.794038462,41.70793103,-0.818192084,0.420138732,0.79240524,-4.599315516,TNMD,Not Significant
212138_at,-41.33567308,561.1110345,-0.818189131,0.42014039,0.79240524,-4.599315576,PDS5A,Not Significant
200070_at,-63.67269231,678.017931,-0.818180631,0.420145162,0.79240524,-4.599315748,CNPPD1,Not Significant
210074_at,55.36971154,331.6103448,0.818086447,0.420198042,0.79240524,-4.599317654,CTSV,Not Significant
205761_s_at,-21.90346154,122.8937931,-0.81807291,0.420205643,0.79240524,-4.599317928,DUS4L,Not Significant
205483_s_at,152.8772115,972.4475862,0.818045514,0.420221026,0.79240524,-4.599318482,ISG15,Not Significant
208188_at,-31.63610577,172.0948276,-0.818040111,0.42022406,0.79240524,-4.599318591,KRT9,Not Significant
215543_s_at,51.70639423,610.9368966,0.817437202,0.420562677,0.792872613,-4.599330786,LARGE1,Not Significant
215018_at,-7.657836538,23.58344828,-0.817408753,0.42057866,0.792872613,-4.599331361,CEP295,Not Significant
206839_at,-31.76831731,236.4103448,-0.817343991,0.420615043,0.792874123,-4.59933267,C22orf31,Not Significant
207012_at,-21.51168269,113.7037931,-0.817230234,0.420678958,0.792927527,-4.59933497,MMP16,Not Significant
217613_at,-14.69336538,24.76793103,-0.816926396,0.420849699,0.793083157,-4.599341111,TMEM144,Not Significant
210595_at,-16.97028846,51.83862069,-0.816893299,0.4208683,0.793083157,-4.59934178,ZNF235,Not Significant
211580_s_at,27.09730769,127.957931,0.816595622,0.421035625,0.793331374,-4.599347794,PIK3R3,Not Significant
216520_s_at,1270.583221,38488.85759,0.816447595,0.421118847,0.793421093,-4.599350784,TPT1,Not Significant
206833_s_at,-26.72533654,330.6434483,-0.816255399,0.421226915,0.793480796,-4.599354665,ACYP2,Not Significant
204207_s_at,28.39067308,377.3768966,0.816225737,0.421243595,0.793480796,-4.599355264,RNGTT,Not Significant
214508_x_at,107.4388942,717.6658621,0.816080467,0.421325292,0.793480796,-4.599358197,CREM,Not Significant
214618_at,-21.07961538,99.08448276,-0.816031216,0.421352992,0.793480796,-4.599359191,CFLAR,Not Significant
200040_at,-146.9990865,2001.975517,-0.816004932,0.421367775,0.793480796,-4.599359722,KHDRBS1,Not Significant
212953_x_at,-291.2367308,3877.736897,-0.815943364,0.421402404,0.793480796,-4.599360965,CALR,Not Significant
209255_at,-25.85745192,457.6768966,-0.815916057,0.421417764,0.793480796,-4.599361516,KLHDC10,Not Significant
207993_s_at,55.651875,585.5244828,0.815877377,0.421439521,0.793480796,-4.599362296,CHP1,Not Significant
211870_s_at,-6.045817308,33.73206897,-0.815819182,0.421472257,0.793480796,-4.599363471,PCDHA3,Not Significant
217866_at,-41.79274038,792.4365517,-0.815758083,0.421506628,0.793480796,-4.599364704,CPSF7,Not Significant
207320_x_at,132.6409135,3384.049655,0.814961068,0.421955144,0.794095266,-4.599380782,STAU1,Not Significant
210735_s_at,207.4545192,2077.646897,0.814920817,0.421977803,0.794095266,-4.599381593,CA12,Not Significant
215081_at,-13.15855769,45.90241379,-0.814899325,0.421989902,0.794095266,-4.599382027,MINAR1,Not Significant
203698_s_at,62.14384615,498.3524138,0.814861658,0.422011107,0.794095266,-4.599382786,FRZB,Not Significant
211467_s_at,28.75841346,125.3251724,0.814844752,0.422020625,0.794095266,-4.599383127,NFIB,Not Significant
210310_s_at,-4.714807692,18.63103448,-0.814755946,0.422070623,0.794095266,-4.599384917,FGF5,Not Significant
219156_at,31.10288462,315.4748276,0.814678794,0.422114063,0.794095266,-4.599386472,SYNJ2BP,Not Significant
201398_s_at,169.6898077,2410.799655,0.814671561,0.422118136,0.794095266,-4.599386618,TRAM1,Not Significant
206854_s_at,28.11538462,338.0765517,0.814477467,0.422227432,0.794233823,-4.59939053,MAP3K7,Not Significant
200789_at,-124.6981731,1998.607931,-0.81437991,0.422282374,0.794270122,-4.599392496,ECH1,Not Significant
210516_at,-12.51355769,53.94827586,-0.814064873,0.422459826,0.794310255,-4.599398843,FAM120A,Not Significant
211054_at,-10.42471154,38.82689655,-0.814047942,0.422469364,0.794310255,-4.599399184,INVS,Not Significant
214612_x_at,-14.85461538,65.56896552,-0.814014038,0.422488464,0.794310255,-4.599399867,MAGEA6,Not Significant
221796_at,88.08971154,608.2727586,0.813965388,0.422515872,0.794310255,-4.599400847,NTRK2,Not Significant
207792_at,19.816875,89.55344828,0.813891109,0.422557722,0.794310255,-4.599402343,OPRD1,Not Significant
207907_at,-8.322644231,34.36896552,-0.813875339,0.422566607,0.794310255,-4.59940266,TNFSF14,Not Significant
210177_at,96.96961538,537.9558621,0.813856365,0.422577297,0.794310255,-4.599403043,TRIM15,Not Significant
206362_x_at,4.756153846,49.20793103,0.813835804,0.422588883,0.794310255,-4.599403457,MAP3K10,Not Significant
206880_at,-58.22942308,580.4203448,-0.813730694,0.42264811,0.794354574,-4.599405573,P2RX6,Not Significant
208973_at,23.42399038,121.9389655,0.813536816,0.422757369,0.794492911,-4.599409477,ERI3,Not Significant
201149_s_at,-56.27817308,547.7868966,-0.81335734,0.422858527,0.794616002,-4.599413089,TIMP3,Not Significant
205028_at,14.1775,39.87206897,0.813165098,0.422966898,0.794752625,-4.599416958,TRO,Not Significant
221523_s_at,-16.80923077,89.89517241,-0.81301281,0.423052757,0.794794597,-4.599420022,RRAGD,Not Significant
200960_x_at,231.0289904,3878.119655,0.812998952,0.423060571,0.794794597,-4.599420301,CLTA,Not Significant
202874_s_at,35.25004808,476.7413793,0.812809943,0.42316715,0.794895275,-4.599424104,ATP6V1C1,Not Significant
203547_at,56.67432692,303.3455172,0.812777392,0.423185507,0.794895275,-4.599424758,CD4,Not Significant
208606_s_at,11.86533654,43.17793103,0.812594293,0.423288772,0.795022227,-4.599428441,WNT4,Not Significant
209206_at,41.86509615,411.2541379,0.812381287,0.423408924,0.795131509,-4.599432724,SEC22B,Not Significant
204454_at,-38.72389423,266.2758621,-0.81219419,0.423514479,0.795131509,-4.599436485,LDOC1,Not Significant
215632_at,-4.512596154,18.65413793,-0.812172587,0.423526667,0.795131509,-4.599436919,NEUROG2,Not Significant
214509_at,19.66072115,92.54344828,0.812157157,0.423535373,0.795131509,-4.59943723,H3C11,Not Significant
217592_at,-38.38759615,287.6044828,-0.812117567,0.423557711,0.795131509,-4.599438025,ZSWIM1,Not Significant
214680_at,35.94644231,122.5048276,0.81211164,0.423561056,0.795131509,-4.599438144,NTRK2,Not Significant
209472_at,48.37192308,649.5010345,0.811815549,0.423728146,0.795378172,-4.599444095,KYAT3,Not Significant
217576_x_at,32.02831731,160.9731034,0.81169456,0.423796434,0.795439348,-4.599446525,SOS2,Not Significant
210769_at,-19.34673077,91.18517241,-0.811392617,0.423966886,0.795692253,-4.59945259,CNGB1,Not Significant
203350_at,57.28264423,370.1934483,0.811150937,0.424103348,0.795829391,-4.599457443,AP1G1,Not Significant
218868_at,13.86947115,70.23827586,0.811106532,0.424128424,0.795829391,-4.599458335,ACTR3B,Not Significant
222154_s_at,483.5236538,4026.035517,0.81107346,0.424147101,0.795829391,-4.599458999,SPATS2L,Not Significant
208794_s_at,45.79259615,374.1310345,0.810853567,0.424271292,0.795986412,-4.599463413,SMARCA4,Not Significant
204268_at,-989.4401923,891.5996552,-0.810798795,0.42430223,0.795986412,-4.599464512,S100A2,Not Significant
214707_x_at,-131.7904808,870.1672414,-0.810534159,0.424451729,0.796198978,-4.599469823,ALMS1,Not Significant
217743_s_at,77.73879808,1057.793448,0.810432916,0.424508932,0.796198978,-4.599471854,CDC50A,Not Significant
215766_at,-81.09057692,515.4234483,-0.810388764,0.424533879,0.796198978,-4.59947274,GSTA1,Not Significant
214162_at,-17.39495192,58.43586207,-0.810345257,0.424558464,0.796198978,-4.599473612,ASXL3,Not Significant
209362_at,32.87572115,479.1544828,0.810189621,0.424646415,0.79622563,-4.599476734,MED21,Not Significant
214688_at,-13.67822115,106.6472414,-0.81010769,0.424692719,0.79622563,-4.599478377,TLE4,Not Significant
214859_at,7.814423077,72.25448276,0.810025077,0.424739412,0.79622563,-4.599480034,FSTL4,Not Significant
203236_s_at,-66.22442308,910.8793103,-0.810007955,0.424749089,0.79622563,-4.599480377,LGALS9,Not Significant
206912_at,-20.41182692,63.17137931,-0.809924702,0.424796148,0.79622563,-4.599482046,FOXE1,Not Significant
206616_s_at,-7.520625,32.39068966,-0.809901153,0.424809459,0.79622563,-4.599482519,ADAM22,Not Significant
212627_s_at,39.61778846,308.0865517,0.809876628,0.424823323,0.79622563,-4.59948301,EXOSC7,Not Significant
215895_x_at,29.4425,168.5241379,0.809814338,0.424858535,0.79622563,-4.599484259,PLIN2,Not Significant
220085_at,-13.08471154,57.04931034,-0.809640302,0.424956928,0.796330411,-4.599487748,HELLS,Not Significant
200646_s_at,43.10182692,507.1972414,0.809589027,0.42498592,0.796330411,-4.599488776,NUCB1,Not Significant
219822_at,23.45879808,106.4058621,0.809513095,0.425028854,0.796343896,-4.599490297,MTRF1,Not Significant
207358_x_at,-44.525625,442.6741379,-0.809202301,0.425204617,0.796574137,-4.599496525,MACF1,Not Significant
219115_s_at,19.48740385,138.7155172,0.809121057,0.42525057,0.796574137,-4.599498152,IL20RA,Not Significant
221383_at,-5.210817308,26.28275862,-0.809106182,0.425258984,0.796574137,-4.59949845,NMUR1,Not Significant
222092_at,13.05793269,52.32206897,0.808796347,0.425434263,0.796835477,-4.599504656,PTPN21,Not Significant
214330_at,-20.76336538,126.1789655,-0.808690205,0.425494319,0.796880982,-4.599506781,ATPAF2,Not Significant
206978_at,-33.48716346,271.4258621,-0.808275935,0.425728768,0.797204908,-4.599515074,CCR2,Not Significant
220330_s_at,28.38975962,254.077931,0.808229767,0.425754901,0.797204908,-4.599515998,SAMSN1,Not Significant
205465_x_at,8.386153846,53.83068966,0.808194952,0.425774609,0.797204908,-4.599516694,HS3ST1,Not Significant
209507_at,76.88125,719.1072414,0.807853442,0.425967953,0.797499907,-4.599523527,RPA3,Not Significant
208105_at,-25.589375,58.91172414,-0.807756667,0.426022751,0.797535492,-4.599525463,GIPR,Not Significant
209610_s_at,-31.5425,278.0672414,-0.807473352,0.426183203,0.797564199,-4.599531128,SLC1A4,Not Significant
210184_at,27.10283654,123.6248276,0.807405772,0.426221481,0.797564199,-4.59953248,ITGAX,Not Significant
206172_at,12.90201923,40.53758621,0.807251262,0.426309006,0.797564199,-4.599535569,IL13RA2,Not Significant
207362_at,18.56985577,62.8262069,0.807183457,0.426347419,0.797564199,-4.599536924,SLC30A4,Not Significant
215997_s_at,16.27668269,136.857931,0.807049165,0.426423504,0.797564199,-4.599539608,CUL4B,Not Significant
215118_s_at,153.9892308,1054.800345,0.806979072,0.426463219,0.797564199,-4.599541009,IGH,Not Significant
203208_s_at,39.79807692,346.1444828,0.806975198,0.426465415,0.797564199,-4.599541086,MTFR1,Not Significant
204787_at,-59.71129808,366.8827586,-0.806948171,0.426480729,0.797564199,-4.599541626,VSIG4,Not Significant
205682_x_at,-33.54100962,441.89,-0.806941468,0.426484527,0.797564199,-4.59954176,APOM,Not Significant
213403_at,20.22278846,123.1958621,0.806934851,0.426488277,0.797564199,-4.599541892,SLC67A2,Not Significant
216368_s_at,-15.27466346,111.8841379,-0.806888313,0.426514648,0.797564199,-4.599542822,COL4A3,Not Significant
202791_s_at,28.37278846,252.1024138,0.806849997,0.426536361,0.797564199,-4.599543588,PPP6R2,Not Significant
211019_s_at,35.67649038,221.9089655,0.806781551,0.42657515,0.797564199,-4.599544955,LSS,Not Significant
220678_at,-6.423173077,23.16310345,-0.806741632,0.426597773,0.797564199,-4.599545753,FLJ20712,Not Significant
207802_at,-17.72841346,32.61034483,-0.806583916,0.426687163,0.797564199,-4.599548904,CRISP3,Not Significant
212915_at,-22.83379808,157.3889655,-0.80653128,0.426716998,0.797564199,-4.599549955,PDZRN3,Not Significant
202198_s_at,-29.14379808,176.4975862,-0.806530055,0.426717692,0.797564199,-4.599549979,MTMR3,Not Significant
206192_at,-28.15163462,69.38344828,-0.806511744,0.426728072,0.797564199,-4.599550345,CDSN,Not Significant
211590_x_at,-72.75572115,642.8327586,-0.806436044,0.426770983,0.797564199,-4.599551857,TBXA2R,Not Significant
221611_s_at,-26.78163462,143.9093103,-0.806316853,0.426838554,0.797564199,-4.599554237,PHF7,Not Significant
217635_s_at,-50.60774038,297.9331034,-0.806316406,0.426838807,0.797564199,-4.599554246,POLG,Not Significant
219868_s_at,-32.41927885,365.6396552,-0.806274101,0.426862792,0.797564199,-4.599555091,ANKFY1,Not Significant
211307_s_at,-6.945336538,18.11655172,-0.806186564,0.426912423,0.797564199,-4.599556839,FCAR,Not Significant
211799_x_at,848.7730288,6074.202414,0.806049645,0.42699006,0.797564199,-4.599559572,HLA-C,Not Significant
208935_s_at,19.96836538,111.8724138,0.806043608,0.426993484,0.797564199,-4.599559693,LGALS8,Not Significant
210424_s_at,-14.22004808,47.55137931,-0.806031082,0.427000586,0.797564199,-4.599559943,GOLGA8A,Not Significant
216572_at,-5.210240385,21.83,-0.806021332,0.427006116,0.797564199,-4.599560138,FOXL1,Not Significant
204105_s_at,19.24774038,105.5048276,0.80592599,0.427060183,0.797564199,-4.599562041,NRCAM,Not Significant
208517_x_at,-641.5308173,9457.659655,-0.805897981,0.427076068,0.797564199,-4.5995626,BTF3,Not Significant
212489_at,-33.03115385,168.092069,-0.805729157,0.427171819,0.797644219,-4.599565969,COL5A1,Not Significant
218195_at,-31.38975962,290.1768966,-0.805478364,0.427314086,0.797644219,-4.599570973,DCPH1,Not Significant
202613_at,31.35639423,309.0293103,0.805440195,0.42733574,0.797644219,-4.599571734,CTPS1,Not Significant
207893_at,-18.17899038,55.38482759,-0.805379883,0.427369959,0.797644219,-4.599572937,SRY,Not Significant
218940_at,15.18004808,92.35827586,0.805369946,0.427375597,0.797644219,-4.599573136,VCPKMT,Not Significant
213349_at,32.92798077,341.177931,0.80536563,0.427378045,0.797644219,-4.599573222,TMCC1,Not Significant
207205_at,-55.84427885,369.1755172,-0.805359454,0.42738155,0.797644219,-4.599573345,CEACAM4,Not Significant
209624_s_at,35.48831731,199.032069,0.80531762,0.427405286,0.797644219,-4.599574179,MCCC2,Not Significant
209231_s_at,45.73865385,524.7889655,0.80523672,0.42745119,0.797645062,-4.599575793,DCTN5,Not Significant
218846_at,-30.11432692,300.4082759,-0.805100473,0.427528506,0.797645062,-4.59957851,MED23,Not Significant
1007_s_at,-212.7031731,3393.643448,-0.804954655,0.427611262,0.797645062,-4.599581418,DDR1,Not Significant
209583_s_at,27.15096154,266.1013793,0.804812211,0.427692113,0.797645062,-4.599584258,CD200,Not Significant
208897_s_at,95.91153846,833.2651724,0.804695522,0.427758352,0.797645062,-4.599586584,DDX18,Not Significant
205922_at,-48.86908654,93.9362069,-0.804588814,0.427818931,0.797645062,-4.59958871,VNN2,Not Significant
215106_at,-33.99581731,190.9213793,-0.804559415,0.427835623,0.797645062,-4.599589296,TTC22,Not Significant
209913_x_at,-46.46120192,144.3493103,-0.804484936,0.427877909,0.797645062,-4.59959078,AP5Z1,Not Significant
203308_x_at,47.40399038,300.8193103,0.804386868,0.427933593,0.797645062,-4.599592735,HPS1,Not Significant
205406_s_at,17.45596154,314.8424138,0.804384795,0.42793477,0.797645062,-4.599592776,SPA17,Not Significant
212701_at,-62.26067308,420.2562069,-0.80436851,0.427944017,0.797645062,-4.5995931,TLN2,Not Significant
206268_at,457.3450481,2963.271379,0.804306321,0.427979331,0.797645062,-4.599594339,LEFTY1,Not Significant
214597_at,-19.67432692,105.0782759,-0.804162253,0.428061147,0.797645062,-4.59959721,SSTR2,Not Significant
217730_at,155.9908654,2271.88931,0.804156742,0.428064277,0.797645062,-4.599597319,TMBIM1,Not Significant
220829_s_at,-12.66639423,49.32241379,-0.804105831,0.428093192,0.797645062,-4.599598333,B3GALT1,Not Significant
203626_s_at,-21.59480769,91.50793103,-0.804065179,0.428116281,0.797645062,-4.599599143,SKP2,Not Significant
212405_s_at,30.50028846,314.4962069,0.804062211,0.428117967,0.797645062,-4.599599202,METTL13,Not Significant
213458_at,11.55875,34.56724138,0.804057363,0.42812072,0.797645062,-4.599599299,FAM149B1,Not Significant
210643_at,25.19423077,132.3610345,0.804027676,0.428137582,0.797645062,-4.59959989,TNFSF11,Not Significant
